architecture	model	split_seed	target_id	overall_spearman	within_condition_spearman	pseudobulk_spearman
scipenn	single_original	69005	LCK_Y505	0.3700737797222302	0.22298031363434706	0.7475287844607857
scipenn	single_original	69005	STAT5A_Y694	0.29587898149574776	0.23725410419209195	0.6282823806873115
scipenn	single_original	69005	PLCG1_Y783	0.24414153848598993	0.2316469235069003	0.4642904227580347
scipenn	mean3	69005	RPS6_pSitePending	0.4766362241722207	0.4670131437541894	0.5701396009726658
scipenn	mean3	69005	STAT3_Y705	0.4479689193554492	0.4121705148078213	0.7332032051094248
scipenn	mean3	69005	MAPK14_pSitePending	0.571338991444677	0.3339445612666529	0.8028894325139895
scipenn	mean3	69005	CREB1_S133_ATF1_S63	0.3674549542349111	0.3425019666539625	0.4168773620836141
scipenn	mean3	69005	JUN_pSitePending	0.34934893257657834	0.2887099328487251	0.5494871668809503
scipenn	mean3	69005	LAT_Y226	0.25876513511548804	0.26462268251463483	0.12143636656607974
scipenn	mean3	69005	LCP2_S376	0.5689089299324896	0.49821183725947	0.7622864969384466
scipenn	mean3	69005	MAP2K1_S298	0.334148132773657	0.2699417387285006	0.5748513169073917
scipenn	mean3	69005	MAPK14_pSitePending_D3F9	0.6032481445917094	0.5060139379802754	0.8161811882928544
scipenn	mean3	69005	RELA_pSitePending_93H1	0.5695981167364095	0.5007945642417571	0.7899217765798494
scipenn	mean3	69005	p-Rb	0.5235917869638906	0.44462665077179103	0.6625673834705417
scipenn	mean3	69005	HISTONE_H3_S28	0.5831658618967679	0.5314442730813517	0.7933041338294319
scipenn	mean3	69005	NFE2L2_S40	0.7717528845476076	0.6527779632733466	0.9157966630533502
scipenn	mean3	69005	AKT_S473	0.5586085598644432	0.3927517034946614	0.8576256848211409
scipenn	mean3	69005	EIF4EBP1_T37_T46	0.3164970426137046	0.34506830066362426	0.4502959013271614
scipenn	mean3	69005	STAT6_Y641	0.560346870018249	0.465697978562341	0.8040876864031875
scipenn	mean3	69005	ZAP70_Y493	0.20329010154055216	0.204653685734329	0.19487409545015089
scipenn	mean3	69005	LCK_Y505	0.3874412097399794	0.2521861795355995	0.7543927430931943
scipenn	mean3	69005	STAT5A_Y694	0.31555613562929713	0.260401601358207	0.6177573755603082
scipenn	mean3	69005	PLCG1_Y783	0.2598655393328613	0.2451986618197871	0.4646529751267102
scipenn	rank3	69005	RPS6_pSitePending	0.4750799199031284	0.466341319091426	0.5424050771980194
scipenn	rank3	69005	STAT3_Y705	0.4477242728545053	0.4139802737455608	0.7342106612369261
scipenn	rank3	69005	MAPK14_pSitePending	0.5700407608943613	0.3331054400389384	0.8009924413324349
scipenn	rank3	69005	CREB1_S133_ATF1_S63	0.3681805889288656	0.3439031640629836	0.40413785779158
scipenn	rank3	69005	JUN_pSitePending	0.3498663599170883	0.28931174092600886	0.5530524486065973
scipenn	rank3	69005	LAT_Y226	0.26014262797715776	0.26445702258548853	0.0935264260393168
scipenn	rank3	69005	LCP2_S376	0.568803380824337	0.4947740377244363	0.7464491840740632
scipenn	rank3	69005	MAP2K1_S298	0.3358523409379853	0.26803577433550274	0.5700513432748366
scipenn	rank3	69005	MAPK14_pSitePending_D3F9	0.6043453376199281	0.5049554107992964	0.8183345296340785
scipenn	rank3	69005	RELA_pSitePending_93H1	0.571632611314703	0.5023988672318892	0.7973346907684645
scipenn	rank3	69005	p-Rb	0.5232729932244841	0.44417399799024254	0.6597687721559781
scipenn	rank3	69005	HISTONE_H3_S28	0.5825500699245809	0.527213588271116	0.773956654850145
scipenn	rank3	69005	NFE2L2_S40	0.7717037263330463	0.6304764531724494	0.9004174845457475
scipenn	rank3	69005	AKT_S473	0.557551846334284	0.37663365307436986	0.8499747311985468
scipenn	rank3	69005	EIF4EBP1_T37_T46	0.31267245153221457	0.2854381376916764	0.17817800955087454
scipenn	rank3	69005	STAT6_Y641	0.5608184742024229	0.46754389492880044	0.8057301584976415
scipenn	rank3	69005	ZAP70_Y493	0.20417259290787357	0.2017614605961513	0.1844274602291038
scipenn	rank3	69005	LCK_Y505	0.38695720203362993	0.2538300557385249	0.7533398763659801
scipenn	rank3	69005	STAT5A_Y694	0.3154393815054261	0.2594934939865539	0.6149104239299212
scipenn	rank3	69005	PLCG1_Y783	0.2591737124171471	0.24433126589914847	0.4482275217531421
