model	evaluation	test_dataset	target_id	target_index	n	spearman	pearson	component
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-IKKa/b	32	1279	0.13729887453360348	0.1628809884878299	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-IRAK4	33	1279	0.17974376242868256	0.20361966900036815	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-JAK1	34	1279	0.1585764737784433	0.18429330494274393	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-JNK	35	1279	0.18470724708057087	0.242064594974848	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-PKC-b1	36	1279	0.10224222558707158	0.13382891369179584	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-Rb	37	1279	0.2663433144530061	0.29711861546789403	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-STAT5	40	1279	0.17552607855142519	0.20373781975081853	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-STAT6	41	1279	0.15938689944393594	0.18616393074042797	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-Src	42	1279	0.22649564237998	0.2413045305077857	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-TOR	43	1279	0.17385211091559508	0.1879742123333576	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-c-Jun	44	1279	0.08414999470136009	0.07720512861268897	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-p65	45	1279	0.24055671369632545	0.2993958226258363	phospho_residual_only
SCP682-SC12-protein-residual	train_reconstruction	all	RPS6_pSitePending	0	20000	0.5187765294967936	0.5655727585079671	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	STAT3_Y705	1	18721	0.29275757980425915	0.19396946656709393	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	MAPK14_pSitePending	2	20000	0.3860745689118246	0.11709131182450228	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	AKT_pSitePending	3	1279	0.3461015496022584	0.3589216791126808	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	BTK_pSitePending	4	1279	0.17822633420793038	0.2251887059808427	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	CREB1_S133_ATF1_S63	5	18721	0.3287841348938247	0.06348225608079126	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	HM0025_phospho_p44_42_197G2	7	18721	0.26494662752455556	0.22692386305496048	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	JUN_pSitePending	8	18721	0.251140283265625	0.16756122639210796	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	LAT_Y226	9	18721	0.34701559972275786	0.055516830703660695	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	LCP2_S376	10	18721	0.4620572884625026	0.45912456637873633	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	MAP2K1_S298	11	18721	0.3310947398235573	0.1137187557295896	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	MAPK14_pSitePending_D3F9	12	18721	0.34778668076190533	0.2489249186903319	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	MAPK1_MAPK3_pSitePending	14	1279	0.16700166914022085	0.1967015736823887	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	PLCG2_Y759	15	1279	0.20366306292790365	0.2202956208810622	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	PLCG2_pSitePending	16	1279	0.2515075985565588	0.2841904019020548	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	RELA_pSitePending_93H1	18	18721	0.2124382907996532	0.18894836272154025	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	STAT5A_STAT5B_Y694_Y699	21	18721	0.43205533251151657	0.10516087215113867	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	SYK_pSitePending	22	1279	0.17300500749168662	0.178954374618234	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	p-AMPK-a1/2	23	1279	0.3170271356714256	0.34654491411278043	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	p-AMPK-b1	24	1279	0.20277634708551492	0.25212789424990123	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	p-BLNK	25	1279	0.07413160033214947	0.09880579958045473	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	p-CD79a	26	1279	0.0736976671318393	0.0724883072752027	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	p-CDK1	27	1279	0.3496800939358955	0.39057293824386186	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	p-CDK4	28	1279	0.15735925653528055	0.17500968068218234	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	p-HistonH2A.X	30	1279	0.2006854320494897	0.18144244636303863	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	p-HistonH3	31	1279	0.09932260591125401	0.13008425682210845	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	p-IKKa/b	32	1279	0.13667826748050124	0.16322207177863057	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	p-IRAK4	33	1279	0.18610774112741776	0.21093256193383902	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	p-JAK1	34	1279	0.16667825549643228	0.18419149326572365	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	p-JNK	35	1279	0.18409819629175644	0.24234680598319927	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	p-PKC-b1	36	1279	0.10824143637273745	0.1389513085110032	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	p-Rb	37	1279	0.2655713377951754	0.2964869879869068	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	p-STAT5	40	1279	0.1765728625515247	0.20008449139681517	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	p-STAT6	41	1279	0.1622551118237682	0.18840783646716946	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	p-Src	42	1279	0.22773212444549132	0.2414834790384344	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	p-TOR	43	1279	0.17313718635882802	0.18778313759763987	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	p-c-Jun	44	1279	0.08417740128535783	0.07659989546159895	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	all	p-p65	45	1279	0.24304396602670156	0.3002525645200289	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	RPS6_pSitePending	0	18721	0.4437003359655027	0.464460879921354	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	STAT3_Y705	1	18721	0.29275757980425915	0.19396946656709393	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	MAPK14_pSitePending	2	18721	0.29735469455883434	0.08343522685058434	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	CREB1_S133_ATF1_S63	5	18721	0.3287841348938247	0.06348225608079126	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	HM0025_phospho_p44_42_197G2	7	18721	0.26494662752455556	0.22692386305496048	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	JUN_pSitePending	8	18721	0.251140283265625	0.16756122639210796	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	LAT_Y226	9	18721	0.34701559972275786	0.055516830703660695	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	LCP2_S376	10	18721	0.4620572884625026	0.45912456637873633	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	MAP2K1_S298	11	18721	0.3310947398235573	0.1137187557295896	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	MAPK14_pSitePending_D3F9	12	18721	0.34778668076190533	0.2489249186903319	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	RELA_pSitePending_93H1	18	18721	0.2124382907996532	0.18894836272154025	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	iccite_seq_tcell_2025	STAT5A_STAT5B_Y694_Y699	21	18721	0.43205533251151657	0.10516087215113867	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	RPS6_pSitePending	0	1279	0.3325388173228661	0.27939345511755775	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	MAPK14_pSitePending	2	1279	0.24710139357297503	0.2509586702550202	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	AKT_pSitePending	3	1279	0.3461015496022584	0.3589216791126808	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	BTK_pSitePending	4	1279	0.17822633420793038	0.2251887059808427	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	MAPK1_MAPK3_pSitePending	14	1279	0.16700166914022085	0.1967015736823887	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	PLCG2_Y759	15	1279	0.20366306292790365	0.2202956208810622	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	PLCG2_pSitePending	16	1279	0.2515075985565588	0.2841904019020548	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	SYK_pSitePending	22	1279	0.17300500749168662	0.178954374618234	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-AMPK-a1/2	23	1279	0.3170271356714256	0.34654491411278043	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-AMPK-b1	24	1279	0.20277634708551492	0.25212789424990123	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-BLNK	25	1279	0.07413160033214947	0.09880579958045473	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-CD79a	26	1279	0.0736976671318393	0.0724883072752027	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-CDK1	27	1279	0.3496800939358955	0.39057293824386186	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-CDK4	28	1279	0.15735925653528055	0.17500968068218234	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-HistonH2A.X	30	1279	0.2006854320494897	0.18144244636303863	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-HistonH3	31	1279	0.09932260591125401	0.13008425682210845	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-IKKa/b	32	1279	0.13667826748050124	0.16322207177863057	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-IRAK4	33	1279	0.18610774112741776	0.21093256193383902	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-JAK1	34	1279	0.16667825549643228	0.18419149326572365	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-JNK	35	1279	0.18409819629175644	0.24234680598319927	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-PKC-b1	36	1279	0.10824143637273745	0.1389513085110032	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-Rb	37	1279	0.2655713377951754	0.2964869879869068	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-STAT5	40	1279	0.1765728625515247	0.20008449139681517	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-STAT6	41	1279	0.1622551118237682	0.18840783646716946	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-Src	42	1279	0.22773212444549132	0.2414834790384344	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-TOR	43	1279	0.17313718635882802	0.18778313759763987	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-c-Jun	44	1279	0.08417740128535783	0.07659989546159895	protein_plus_residual
SCP682-SC12-protein-residual	train_reconstruction	qurie_seq_bjab_2021	p-p65	45	1279	0.24304396602670156	0.3002525645200289	protein_plus_residual
SCP682-SC12-protein-residual	external_reconstruction	all	RPS6_pSitePending	0	88743	0.01816134764729623	-0.010817578469288656	protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	STAT3_Y705	1	56284	0.016859544408302517	-0.01364399762373405	protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	MAPK14_pSitePending	2	87269	0.10140990241004562	0.03187745131530318	protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	AKT_pSitePending	3	32038	0.10727085154522184	0.10771855609001282	protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	CREB1_S133_ATF1_S63	5	55231	-0.1263115704480978	-0.06669533679917576	protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	FOS_S32	6	1177			protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	JUN_pSitePending	8	55231	0.2060311645291308	0.14620685766971234	protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	LAT_Y226	9	55231	0.12140933950237685	0.08898666220291343	protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	LCP2_S376	10	55231	0.27891215223395455	0.24947953680944135	protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	MAP2K1_S298	11	55231	-0.00040901896562830977	0.004690375964327543	protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	MAPK14_pSitePending_D3F9	12	55231	0.3485684994782398	0.2599197920382973	protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	MAPK1_MAPK3_T202_Y204	13	1177			protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	RELA_S536	17	1053			protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	RELA_pSitePending_93H1	18	55231	0.2941618838990667	0.21879206928408354	protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	p-Rb	37	87269	-0.023184427136900634	-0.0068703981491396995	protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	p-p65	45	32038	0.06106022912696793	0.07805773923478426	protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	HISTONE_H3_S28	46	87269			protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	NFE2L2_S40	47	55231			protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	AKT_S473	48	55231			protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	EIF4EBP1_T37_T46	49	87269			protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	STAT6_Y641	50	55231			protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	ZAP70_Y493	51	55231			protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	LCK_Y505	52	55231			protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	STAT5A_Y694	53	55231			protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	PLCG1_Y783	54	55231			protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	CTNND1_T310	55	32038			protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	PDPK1_S241	56	32038			protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	MAP2K4_S257	57	32038			protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	BTK_Y551	58	32038			protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	H2AFX_S139	59	32038			protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	NDRG1_T346	60	32038			protein_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	RPS6_pSitePending	0	55231	-0.07096069544150858	-0.030640789594295965	protein_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	STAT3_Y705	1	55231	0.01598767305953303	-0.006996041316844807	protein_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	MAPK14_pSitePending	2	55231	0.12842886112294927	0.10419936963724416	protein_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	CREB1_S133_ATF1_S63	5	55231	-0.1263115704480978	-0.06669533679917576	protein_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	JUN_pSitePending	8	55231	0.2060311645291308	0.14620685766971234	protein_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	LAT_Y226	9	55231	0.12140933950237685	0.08898666220291343	protein_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	LCP2_S376	10	55231	0.27891215223395455	0.24947953680944135	protein_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	MAP2K1_S298	11	55231	-0.00040901896562830977	0.004690375964327543	protein_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	MAPK14_pSitePending_D3F9	12	55231	0.3485684994782398	0.2599197920382973	protein_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	RELA_pSitePending_93H1	18	55231	0.2941618838990667	0.21879206928408354	protein_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	p-Rb	37	55231	-0.20802881083682867	-0.1395190509499642	protein_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	HISTONE_H3_S28	46	55231			protein_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	NFE2L2_S40	47	55231			protein_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	AKT_S473	48	55231			protein_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	EIF4EBP1_T37_T46	49	55231			protein_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	STAT6_Y641	50	55231			protein_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	ZAP70_Y493	51	55231			protein_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	LCK_Y505	52	55231			protein_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	STAT5A_Y694	53	55231			protein_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	PLCG1_Y783	54	55231			protein_only
SCP682-SC12-protein-residual	external_reconstruction	phospho_seq_blair_2025_phospho_multi	RPS6_pSitePending	0	1474	-0.10122753197036238	-0.09702716118274582	protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	RPS6_pSitePending	0	1143			protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	MAPK14_pSitePending	2	1143			protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	AKT_pSitePending	3	1143	-0.46657127487261635	-0.451342227880388	protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	p-Rb	37	1143			protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	p-p65	45	1143			protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	HISTONE_H3_S28	46	1143			protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	EIF4EBP1_T37_T46	49	1143			protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	CTNND1_T310	55	1143			protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	PDPK1_S241	56	1143			protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	MAP2K4_S257	57	1143			protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	BTK_Y551	58	1143			protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	H2AFX_S139	59	1143			protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256403_hela_2024	NDRG1_T346	60	1143			protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	RPS6_pSitePending	0	30895	0.09496402645296705	-0.019693629082404154	protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	MAPK14_pSitePending	2	30895	0.100031845198845	0.10519808704196719	protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	AKT_pSitePending	3	30895	0.1253249369614262	0.14014038946411103	protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	p-Rb	37	30895	0.21918970214604303	0.2222203354315498	protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	p-p65	45	30895	0.05984842669325402	0.08143635292918627	protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	HISTONE_H3_S28	46	30895			protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	EIF4EBP1_T37_T46	49	30895			protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	CTNND1_T310	55	30895			protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	PDPK1_S241	56	30895			protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	MAP2K4_S257	57	30895			protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	BTK_Y551	58	30895			protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	H2AFX_S139	59	30895			protein_only
SCP682-SC12-protein-residual	external_reconstruction	signal_seq_gse256404_pdo_caf_2024	NDRG1_T346	60	30895			protein_only
SCP682-SC12-protein-residual	external_reconstruction	vivo_seq_th17_2025	STAT3_Y705	1	1053	-0.27743207311887125	-0.11447417953818928	protein_only
SCP682-SC12-protein-residual	external_reconstruction	vivo_seq_th17_2025	FOS_S32	6	1177			protein_only
SCP682-SC12-protein-residual	external_reconstruction	vivo_seq_th17_2025	MAPK1_MAPK3_T202_Y204	13	1177			protein_only
SCP682-SC12-protein-residual	external_reconstruction	vivo_seq_th17_2025	RELA_S536	17	1053			protein_only
SCP682-SC12-protein-residual	external_reconstruction	all	RPS6_pSitePending	0	88743	0.21871828333934662	0.14582462102847762	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	STAT3_Y705	1	56284	0.19816475535631806	0.06874443489043895	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	MAPK14_pSitePending	2	87269	0.11972567456464622	0.14940885656972785	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	AKT_pSitePending	3	32038	0.1415647226124105	0.14697118237103626	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	CREB1_S133_ATF1_S63	5	55231	0.3279590703927815	0.3648780637006643	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	FOS_S32	6	1177	0.08126796292889238	0.08009384531505122	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	JUN_pSitePending	8	55231	0.3919198893945989	0.42877195854140593	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	LAT_Y226	9	55231	0.30775769718417	0.3243055050086441	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	LCP2_S376	10	55231	0.4726364554614749	0.5064038808668067	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	MAP2K1_S298	11	55231	0.1860300794198964	0.24737017060058933	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	MAPK14_pSitePending_D3F9	12	55231	0.5549994852689902	0.5812750061461512	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	MAPK1_MAPK3_T202_Y204	13	1177	0.1537839403745425	0.16725923833130976	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	RELA_S536	17	1053	0.26700676839680515	0.19005644313525188	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	RELA_pSitePending_93H1	18	55231	0.48249554968465347	0.5193080291201638	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	p-Rb	37	87269	0.2374105880707568	0.1047355981775406	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	p-p65	45	32038	0.1517766789464567	0.1629266282239698	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	HISTONE_H3_S28	46	87269	0.1493268866037444	0.04544854832596707	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	NFE2L2_S40	47	55231	0.6585733446763098	0.6800223297557656	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	AKT_S473	48	55231	0.05486937914764595	0.04194511664177087	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	EIF4EBP1_T37_T46	49	87269	0.2563268211868405	0.16418378408290935	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	STAT6_Y641	50	55231	0.40292168713318366	0.4065023340617696	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	ZAP70_Y493	51	55231	0.2376433661390325	0.2312869665044148	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	LCK_Y505	52	55231	0.09627979374845737	0.13513901468509612	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	STAT5A_Y694	53	55231	0.18498984147579786	0.1693822683351469	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	PLCG1_Y783	54	55231	0.20704375146563422	0.2286433638540889	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	CTNND1_T310	55	32038	0.19066888101527846	0.18917917500944453	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	PDPK1_S241	56	32038	0.08798242994198523	0.10193955660485077	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	MAP2K4_S257	57	32038	-0.10103184644584902	-0.026153350710663516	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	BTK_Y551	58	32038	0.07579739571301258	0.07266841561945186	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	H2AFX_S139	59	32038	0.1457485032829291	0.11216748537132296	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	all	NDRG1_T346	60	32038	0.08853040828920576	0.11401016896512872	phospho_residual_only
SCP682-SC12-protein-residual	external_reconstruction	gse300551_iccite_plex_kinase_2025	RPS6_pSitePending	0	55231	0.3106843022462047	0.33333774210693545	phospho_residual_only
